timestamp_ms,temp,humidity,nh3,hours_remaining
0,24.550759994152482,60.68589014450486,3.602369439803845,48.0
120000,24.83123838655025,60.35272741520332,3.3807391749041438,47.96664350243225
240000,25.085830215763185,59.77933115294531,3.252736606009193,47.93328700486449
360000,25.318287638900852,60.6925031267441,3.7709946892737025,47.89993050729673
480000,24.873952536915226,60.64507916479884,1.6931869067988436,47.86657400972898
600000,25.688957134753185,60.792809126270186,2.739235889682327,47.83321751216123
720000,25.095070506394606,60.006133727503276,2.1679765967990963,47.79986101459347
840000,25.63565322452102,59.316440157733325,2.3019341648555263,47.76650451702571
960000,25.198199776437782,61.02286413258225,3.36585693411299,47.73314801945796
1080000,25.8069200731241,59.79396885134626,3.713404167502233,47.699791521890205
1200000,24.99220639646461,60.556292719189834,2.7897867589119905,47.666435024322446
1320000,25.63316597047803,60.37662011447411,2.7904471204270656,47.63307852675469
1440000,24.73820503976932,60.524601766607354,1.985814933129909,47.599722029186935
1560000,24.658241163242312,58.76511559526609,3.090069958725722,47.566365531619184
1680000,24.79033963962174,60.72945900598056,3.311061060165472,47.533009034051425
1800000,25.62142419634295,60.188840094480014,2.848293893467843,47.499652536483666
1920000,25.666533479056557,61.14086703527904,3.269430229305545,47.466296038915914
2040000,25.53426765696601,61.75840377843122,3.1508649439650944,47.43293954134816
2160000,25.442761547967173,60.8777976732081,3.682681924362379,47.3995830437804
2280000,25.999675455113646,60.60014831948288,2.861476852948629,47.366226546212644
2400000,25.36242151954193,61.459468200288484,2.775173874973011,47.33287004864489
2520000,25.57150376241007,60.914808316326834,2.725454286099786,47.29951355107714
2640000,25.02812653379313,60.875142401823354,3.5092633125279376,47.26615705350938
2760000,25.07767439077987,61.14653167339197,2.882787237670777,47.23280055594162
2880000,26.046794753946585,60.398003482811134,2.5754091049739087,47.19944405837387
3000000,25.351999103113865,58.9452772325259,2.776225235839247,47.16608756080612
3120000,25.962203906703156,60.36648504522907,3.065831661934979,47.13273106323836
3240000,25.56742032130084,61.42662686644142,3.098107272384522,47.0993745656706
3360000,25.736114498754144,59.97162741656296,2.6567842789079927,47.06601806810285
3480000,25.34084622932871,60.10266365426036,3.8214839442576345,47.0326615705351
3600000,26.172887508298658,60.1617566061574,2.894065227837144,46.99930507296734
3720000,26.39652179906601,61.54787763038238,2.5189401560237283,46.96594857539958
3840000,25.950378199827604,59.92815798304951,2.7194088545725634,46.93259207783183
3960000,25.580041543860453,59.428112562897056,2.855711365757152,46.899235580264076
4080000,26.108885467250666,60.829970450824774,2.636293858248908,46.86587908269632
4200000,25.33271989791915,61.58984740747851,2.9394240185750693,46.83252258512856
4320000,26.29867709617891,61.45195289392278,3.4915347533275827,46.799166087560806
4440000,25.670209728241783,61.03184819326861,3.5752122600426857,46.765809589993054
4560000,26.00028209049146,60.2135659576763,2.890317771349096,46.732453092425295
4680000,25.70279009950116,61.81574196053832,3.0949378724072893,46.69909659485754
4800000,25.98368268930278,62.38515313123894,3.059715091035387,46.665740097289785
4920000,25.083778822435303,62.85494539628007,3.666904388889911,46.63238359972203
5040000,25.72954927841627,58.6932195043699,3.8743856913046693,46.599027102154274
5160000,25.77878015467402,61.22930820658615,2.2342971648640177,46.565670604586515
5280000,25.501747249718793,62.65786673768857,3.249654913263131,46.53231410701876
5400000,24.877757122776107,61.81609852711022,3.382764794268258,46.49895760945101
5520000,25.39197654805678,63.346812412237526,4.347825760230193,46.46560111188325
5640000,24.870762594907426,60.18766842319435,3.806246804435384,46.43224461431549
5760000,25.805236504871534,61.429162868894245,3.09738211160396,46.39888811674774
5880000,26.01849502805514,60.85907524663183,3.346557517032064,46.36553161917999
6000000,26.323665006313323,60.712211594708414,3.848443621374915,46.33217512161223
6120000,25.984306487198022,60.93229503828656,3.944638602942442,46.29881862404447
6240000,25.71577122964363,59.574330025166745,2.7757881976530614,46.26546212647672
6360000,26.045070012540123,59.95222412390268,2.575344535967515,46.23210562890897
6480000,25.88745667582441,60.45493830353034,3.2418183087135453,46.19874913134121
6600000,25.344051341673005,62.32821671563979,3.1728304863303824,46.16539263377345
6720000,26.158739328163712,59.74601725061822,2.534241071161482,46.1320361362057
6840000,26.037362000927434,59.093594097986966,2.391887898200378,46.09867963863795
6960000,26.05260954190825,61.4011305659313,3.288841319017033,46.06532314107019
7080000,26.872911712314338,60.834279336649026,3.2853650528553793,46.03196664350243
7200000,25.669161879496272,62.21519428854481,2.81956098049031,45.99861014593468
7320000,25.784253213716653,59.960859069214116,2.951106555466868,45.965253648366925
7440000,25.711051992467585,62.303099487025285,3.331847887842202,45.931897150799166
7560000,26.958459190459504,62.98951271055949,3.1384753139324553,45.89854065323141
